"class","name","group_units","WT_1","WT_2","WT_3","WT_4","WT_5","WT_6","KO_1","KO_2","KO_3","KO_4","KO_5","KO_6","feature_id"
"CER","CER(18:1)","nmol/mg",0.00132689312006703,0.00118608387196199,0.00158298998413713,0.000939137611468183,0.00136277687593732,0.00112256895637554,0.00103750891459562,0.00105894067882972,0.000857107763105697,0.000985643374227626,0.00119923778263576,0.00111002240945896,"cer_18_1"
"CER","CER(22:0)","nmol/mg",0.0608367868026299,0.0600897577957946,0.0713884938050103,0.0545818559241718,0.0704498856725932,0.0582439346448135,0.0467805184600551,0.0543260443071394,0.0416785903181304,0.048662625802913,0.05972488814431,0.0548207817195658,"cer_22_0"
"CER","CER(24:1)","nmol/mg",0.280428302168284,0.261804031054756,0.330875510966072,0.215700410252865,0.311586517116852,0.236156710433067,0.204322984627962,0.224566499483941,0.200535778738272,0.221466473289263,0.245869172967616,0.237195531979905,"cer_24_1"
"CER","CER(26:1)","nmol/mg",0.0209733682810057,0.0203975755303394,0.023000265771934,0.0172542287680474,0.0243139412890118,0.0192445766798635,0.0332439707399782,0.0351957999549773,0.0271669544218543,0.0346125914902967,0.0376449122157556,0.0367084222796404,"cer_26_1"
"CER","CER(16:0)","nmol/mg",0.733806624224639,0.681900794779429,0.863095236529091,0.473604426124917,0.839706743750649,0.561582523212428,0.498613421108287,0.548025042596957,0.497063261673264,0.527021860461276,0.649463109012107,0.580370536982015,"cer_16_0"
"CER","CER(20:1)","nmol/mg",0.000598262761820584,0.000543953832621296,0.000893783565878416,0.000452125340751265,0.000664083269515457,0.000480226515164571,0.000467458525027221,0.000473791322346071,0.000402066974490087,0.000409290085058281,0.000581545773742358,0.000646580580379397,"cer_20_1"
"CER","CER(22:1)","nmol/mg",0.00535713475352909,0.00496013822510407,0.00536184405756579,0.00447754503271661,0.00593995088435029,0.0049539760276337,0.00526570677632966,0.00614980470551739,0.00403203091320268,0.00463770402146556,0.00752845482947724,0.00639126037087683,"cer_22_1"
"CER","CER(18:0)","nmol/mg",0.00667174255608813,0.00663471456469449,0.0089206187064183,0.00457005439293684,0.0085530413816734,0.00510969161467256,0.00538465721651963,0.00556597669779691,0.00456959301680381,0.00513122233575091,0.00724459485561778,0.00580889676627519,"cer_18_0"
"CER","CER(20:0)","nmol/mg",0.0066084378061014,0.00639674588019311,0.00782202575764306,0.00527936095377919,0.00726128347779909,0.00595402457748778,0.00498633115204498,0.00510046918167039,0.00418522247862788,0.00418606009564276,0.00547447575716366,0.00547244654068373,"cer_20_0"
"CER","CER(24:0)","nmol/mg",0.359433354642938,0.358296606003409,0.382511676779925,0.303966820898949,0.366777064583848,0.356046704482841,0.311645462534213,0.347844802472231,0.288856205081893,0.334929482815983,0.44752988308099,0.402416204702171,"cer_24_0"
"CER","CER(14:0)","nmol/mg",0.0243030245261834,0.0209109563357814,0.0275056092036608,0.0170849042193038,0.0274140876364566,0.0195207118505493,0.0201359793850591,0.0223594001899396,0.0195128267957778,0.0203186933999208,0.0311952077459994,0.0235411710962741,"cer_14_0"
"CER","CER(26:0)","nmol/mg",0.0240203669678033,0.0236717307809752,0.026882171297668,0.0208741492013483,0.0282873304152981,0.0228037036318969,0.0325817795184489,0.0401705580556998,0.031372611259664,0.033209324527833,0.047125230508572,0.0424755579076826,"cer_26_0"
"CE","CE(22:2)","nmol/mg",0.0135391136523266,0.0116729146256888,0.0152786844652446,0.0100909446892316,0.0155780690003492,0.0108640783771801,0.0087731517548081,0.00940576792322753,0.00862202102352633,0.00887948131372552,0.0103343881240436,0.00913931859280985,"ce_22_2"
"CE","CE(14:0)","nmol/mg",0.265826542946448,0.247291968533407,0.270814121507164,0.228377173395187,0.288878992671448,0.245114648428209,0.65483262783532,0.703924925932826,0.645342192243345,0.741023362706899,0.829721992665285,0.802037496568511,"ce_14_0"
"CE","CE(14:1)","nmol/mg",0.0216696599263649,0.019689209929571,0.0237114375658795,0.0190966011886493,0.0307377211348836,0.0192155017805555,0.0605665546357746,0.0637688103495645,0.0503005770050993,0.0652276933919734,0.075022800576779,0.0710042423348435,"ce_14_1"
"CE","CE(15:0)","nmol/mg",0.0391368904211451,0.0272078176480137,0.0392434524409687,0.0240793283324427,0.0462072071332316,0.036851458580201,0.0534866868976638,0.0574987005844949,0.0533808584539271,0.0633654573698227,0.0702719492499023,0.0575480011565555,"ce_15_0"
"CE","CE(18:4)","nmol/mg",0.000549241474628005,0.000546070864665297,0.000593671346440013,0.000484737462775854,0.000756348554461154,0.000504209030537489,0.00060416346247418,0.000609837440143404,0.000522394969212477,0.000636977111881645,0.000758253157852841,0.00066434228260749,"ce_18_4"
"CE","CE(20:2)","nmol/mg",0.0322917452544775,0.0303514993446637,0.035803788842789,0.0259102186069527,0.0470560918207297,0.0275422550510507,0.0239070912206877,0.026545046234604,0.0179958295307677,0.0256772416628691,0.0347031003373197,0.0259810137911032,"ce_20_2"
"CE","CE(22:0)","nmol/mg",0.0397716719454743,0.0362995389501779,0.0431210586061412,0.0354807326364167,0.0466498076754727,0.0373333430385538,0.0363275873923464,0.0366981182559965,0.0313519890140751,0.0376594686144974,0.0543445077261346,0.0399062474204614,"ce_22_0"
"CE","CE(20:5)","nmol/mg",0.0166270929198465,0.0161765131350012,0.0176118863134506,0.0144099956336546,0.0193055892485724,0.0147652146143635,0.0104600896400888,0.0105092977722377,0.00969948756146677,0.0107595852005362,0.0121964237633907,0.0111001264353222,"ce_20_5"
"CE","CE(22:1)","nmol/mg",0.0670292536035195,0.0634855054983431,0.0709061573099265,0.0477913928803866,0.0801504816689734,0.0566293428149979,0.0724181302066596,0.0774691762456139,0.0635357478341879,0.0767959812724854,0.0946191793820726,0.0796754501825944,"ce_22_1"
"CE","CE(22:5)","nmol/mg",0.107224700882555,0.0939172803708701,0.108591767601177,0.075284309041392,0.132950186777801,0.0892088633356463,0.0473730406795595,0.0492468673906651,0.0465099918634372,0.0490451780064523,0.0528593056779189,0.0526439681093469,"ce_22_5"
"CE","CE(18:2)","nmol/mg",0.168245289078928,0.163389951291121,0.199217464692424,0.160367179188077,0.213419551693954,0.194338677033402,0.201573124810759,0.185755308199481,0.183788266442056,0.234719013546479,0.21398113491162,0.217609271038458,"ce_18_2"
"CE","CE(18:3)","nmol/mg",0.0163118580522579,0.0134100916781106,0.019842932597735,0.012529496838272,0.0210205886406028,0.0128981703855597,0.0184958989588916,0.0233876610411811,0.01788635129204,0.0236060886731633,0.0256124074518139,0.0252308457914077,"ce_18_3"
"CE","CE(22:6)","nmol/mg",0.148139456073434,0.135181032201043,0.152868823613147,0.104036650945682,0.153978826162846,0.135154219193574,0.0978688542834676,0.100081762766992,0.079658739902615,0.0997563889560326,0.101248279800765,0.101031054747265,"ce_22_6"
"CE","CE(17:0)","nmol/mg",0.0815007026843686,0.0791672076788044,0.0859493755791998,0.0684053665596035,0.0939417180255642,0.0735675631396776,0.0867366932534705,0.11559355818662,0.0754531567219792,0.114289600057725,0.127168292414554,0.126200577974538,"ce_17_0"
"CE","CE(18:0)","nmol/mg",0.296751148405338,0.289408112594783,0.319864720816784,0.259282210153927,0.341360013691907,0.264417671753063,0.439713550661927,0.463868578574114,0.417129554066508,0.499283854094776,0.569533419404063,0.46426235605918,"ce_18_0"
"CE","CE(22:4)","nmol/mg",0.0384038896030127,0.0359024450899344,0.0408627321592606,0.0256141657685045,0.0468296945887397,0.0326904064863792,0.0114688190064721,0.0122706458728948,0.00963619795477378,0.0114783087162086,0.0129470907381355,0.0124955930199906,"ce_22_4"
"CE","CE(24:0)","nmol/mg",0.242717761091998,0.227466477571926,0.248076688020129,0.17058642063927,0.267941002391456,0.221260017903814,0.15948077096995,0.186191537395286,0.150166998315445,0.168256912814227,0.210727010932615,0.175659895330559,"ce_24_0"
"CE","CE(24:1)","nmol/mg",0.156125286541453,0.136056550892006,0.158692165222339,0.11553113856126,0.168963366364102,0.132232245802455,0.185034206622145,0.195652658381643,0.18379651660129,0.192627977748079,0.19742579178009,0.192705000531322,"ce_24_1"
"CE","CE(16:0)","nmol/mg",0.996637431831961,0.978892111304135,1.05194069805303,0.846227793320299,1.13095496340947,0.885136144134274,1.86422150816347,2.07014290016358,1.43368521314094,2.11231706933703,2.81140155875948,2.79254023986081,"ce_16_0"
"CE","CE(16:1)","nmol/mg",0.419249512819479,0.407301186789966,0.4317992605713,0.359478423696236,0.461801709646487,0.382778011273666,0.886545788462237,0.889526491477852,0.797449582479068,0.915290618947705,1.15675524228887,0.948019423102189,"ce_16_1"
"CE","CE(20:0)","nmol/mg",0.0549491910815484,0.0511598620581881,0.0558347524761938,0.0435553516833231,0.0577231579349755,0.0536970765804726,0.061503952395331,0.0650320433545064,0.0490602770561981,0.071551263926918,0.0777916641584428,0.0701669676212996,"ce_20_0"
"CE","CE(20:1)","nmol/mg",0.151272889904677,0.138491659847851,0.158175016661831,0.106732727597007,0.174384289346767,0.128729644979302,0.173829238446641,0.203231752791627,0.163060866852674,0.187940647165365,0.247444759707059,0.214920004741461,"ce_20_1"
"CE","CE(20:3)","nmol/mg",0.0508352360884823,0.0452767769039849,0.0568691923451222,0.0380428626931909,0.0728780262138694,0.0444010484335365,0.03352279926165,0.0349922220516121,0.0284350922195963,0.0369218014017017,0.0503293367513422,0.0386856710278191,"ce_20_3"
"CE","CE(12:0)","nmol/mg",0.00470359690795186,0.00393154004244981,0.00669349512298307,0.00327042292360506,0.00514040183328263,0.00347444222752888,0.00632924634020498,0.00687721075435585,0.00493374944658462,0.00737781829792965,0.00710998281565295,0.00721458089289947,"ce_12_0"
"CE","CE(18:1)","nmol/mg",1.59746675913966,1.51475124461851,1.73137138582615,0.958196501239781,1.84606040696971,1.20359589840605,2.35995642149698,2.48198793632568,2.33545135352078,2.41894368113848,2.56133337387873,2.5182449792041,"ce_18_1"
"CE","CE(20:4)","nmol/mg",0.106102504669088,0.0999444138124872,0.106252071089163,0.0814873902693576,0.115606200619951,0.0912654313855874,0.0758500088664041,0.0787026145713737,0.0696106723928242,0.0852437117082643,0.0964293588478513,0.08051495290214,"ce_20_4"
"DAG","DAG(14:0/14:0)","nmol/mg",0.0708614253518023,0.0697498608367531,0.07955111960564,0.0539875857887344,0.0757180518429873,0.0609773735202313,0.0905042890572184,0.098792097399495,0.0781649853002389,0.0944631746356631,0.13964355100711,0.107878188041785,"dag_14_0_14_0"
"DAG","DAG(16:0/18:2)","nmol/mg",0.186072031122453,0.177208938200274,0.207187402242235,0.113558619695504,0.202514528102939,0.151339963923743,0.0998914688256717,0.123649656576917,0.091304421430276,0.11541701471899,0.143756373892457,0.13214818899961,"dag_16_0_18_2"
"DAG","DAG(16:1/20:4)","nmol/mg",0.0203270065302905,0.0200541656322233,0.0270008994157309,0.0123515962893421,0.0204459007010548,0.0173122557371687,0.0218984106366123,0.0240990509596737,0.0200244118029731,0.0238358953884772,0.0282725535149314,0.0265254256487539,"dag_16_1_20_4"
"DAG","DAG(18:0/18:2)","nmol/mg",0.0594665633330835,0.0533201323257054,0.0626412680660207,0.0361820731541478,0.063739388907424,0.050711693921442,0.0348777109750933,0.0373087573433578,0.0320206267699916,0.0361539595189133,0.0537217618302239,0.0407517485570815,"dag_18_0_18_2"
"DAG","DAG(18:0/22:6)","nmol/mg",0.0149008239765103,0.0148680415644524,0.015859336219262,0.0144045730162105,0.0195553545298,0.0146770091875912,0.00849049917836092,0.00956940906827808,0.00740749167618567,0.00979313852163906,0.0108349106814178,0.00991003456556851,"dag_18_0_22_6"
"DAG","DAG(18:1/18:1)","nmol/mg",0.671464780682591,0.640467536828615,0.701374618630164,0.557062670298241,0.854209053166287,0.629789636393661,0.50488078721374,0.552901421351991,0.434031299922447,0.51086404628677,0.629617535984497,0.597353147520926,"dag_18_1_18_1"
"DAG","DAG(18:1/18:2)","nmol/mg",0.0897187187206858,0.0748724977303366,0.115087085063602,0.0641816931032105,0.090636071678481,0.0736684851657798,0.0552771612583348,0.0594129822675169,0.0469531175056441,0.0567052758369337,0.0688805665539762,0.0673336652039116,"dag_18_1_18_2"
"DAG","DAG(18:1/20:5)","nmol/mg",0.00744023042374778,0.00732962976715876,0.00817514382028484,0.00585627393500441,0.00864385468195656,0.00644956816715563,0.00358348375397151,0.00303132757734026,0.00299843910072362,0.00368599282130128,0.00396992418081682,0.00396001625658578,"dag_18_1_20_5"
"DAG","DAG(18:1/22:4)","nmol/mg",0.0220289805075315,0.0210520613972229,0.0238847679874792,0.0150850790433674,0.0226473845514421,0.0203896681981272,0.0114759176415146,0.0126513931716782,0.0112032137498448,0.012130759087635,0.0157318424380835,0.0147544027456741,"dag_18_1_22_4"
"DAG","DAG(18:2/18:3)","nmol/mg",0.000800047987564076,0.000627564974030617,0.000940546312867944,0.000605686288538584,0.00117127232513107,0.000495594732839303,0.000734918682992487,0.000539800749989177,0.00048713965088475,0.000549546477246822,0.000585301209244836,0.000563593130057786,"dag_18_2_18_3"
